Primary Captain District,Precinct,Voters,Nearest VSPC,Distance to Nearest VSPC (mi.),Assigned VSPC,Distance to Assigned VSPC (mi.),Distance Difference (mi.),Reassigned,Voters Assigned,Precincts Assigned,Address,City,State,Zip,Precinct Map URL
1,101,1549,City of Sheridan Municipal Building,0.54,City of Sheridan Municipal Building,0.54,0.0,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_101.pdf
1,102,1272,City of Sheridan Municipal Building,0.73,City of Sheridan Municipal Building,0.73,0.0,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_102.pdf
1,103,810,City of Sheridan Municipal Building,0.23,City of Sheridan Municipal Building,0.23,0.0,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_103.pdf
1,104,823,Englewood Civic Center,0.94,Englewood Civic Center,0.94,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_104.pdf
1,105,1773,Englewood Civic Center,0.56,Englewood Civic Center,0.56,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_105.pdf
1,106,520,Englewood Civic Center,0.14,Englewood Civic Center,0.14,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_106.pdf
2,107,944,Englewood Civic Center,0.86,Englewood Civic Center,0.86,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_107.pdf
2,108,706,Englewood Civic Center,1.28,Englewood Civic Center,1.28,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_108.pdf
2,109,652,Englewood Civic Center,1.52,Englewood Civic Center,1.52,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_109.pdf
2,110,517,Englewood Civic Center,1.89,Englewood Civic Center,1.89,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_110.pdf
2,111,1322,Englewood Civic Center,1.01,Englewood Civic Center,1.01,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_111.pdf
2,112,919,Englewood Civic Center,1.12,Englewood Civic Center,1.12,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_112.pdf
2,113,710,Englewood Civic Center,2.05,Englewood Civic Center,2.05,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_113.pdf
2,114,886,Englewood Civic Center,1.61,Englewood Civic Center,1.61,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_114.pdf
1,115,1244,Englewood Civic Center,0.42,Englewood Civic Center,0.42,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_115.pdf
1,116,1275,Englewood Civic Center,0.92,Englewood Civic Center,0.92,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_116.pdf
3,117,1227,Englewood Civic Center,0.96,Englewood Civic Center,0.96,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_117.pdf
3,118,901,Englewood Civic Center,1.03,Englewood Civic Center,1.03,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_118.pdf
3,119,874,Englewood Civic Center,1.34,Englewood Civic Center,1.34,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_119.pdf
1,120,817,Englewood Civic Center,1.01,Englewood Civic Center,1.01,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_120.pdf
1,121,608,Englewood Civic Center,1.3,Englewood Civic Center,1.3,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_121.pdf
3,122,1313,City of Sheridan Municipal Building,0.84,City of Sheridan Municipal Building,0.84,0.0,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_122.pdf
3,123,1038,Englewood Civic Center,1.58,Englewood Civic Center,1.58,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_123.pdf
3,124,1093,Bemis Public Library,1.34,Bemis Public Library,1.34,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_124.pdf
3,125,581,Bemis Public Library,1.22,Bemis Public Library,1.22,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_125.pdf
5,126,965,Bemis Public Library,1.0,Bemis Public Library,1.0,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_126.pdf
7,127,680,Southglenn Library,1.14,Southglenn Library,1.14,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_127.pdf
3,128,425,Bemis Public Library,1.46,Bemis Public Library,1.46,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_128.pdf
3,129,664,Bemis Public Library,1.7,Bemis Public Library,1.7,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_129.pdf
3,130,1003,Englewood Civic Center,1.7,Englewood Civic Center,1.7,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_130.pdf
2,131,1015,Englewood Civic Center,2.25,Englewood Civic Center,2.25,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_131.pdf
2,132,1111,Englewood Civic Center,2.18,Englewood Civic Center,2.18,0.0,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_132.pdf
2,133,1012,Greenwood Village City Hall,2.65,Greenwood Village City Hall,2.65,0.0,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_133.pdf
2,134,578,Cook Park Recreation Center,3.21,Cook Park Recreation Center,3.21,0.0,False,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_134.pdf
2,135,386,Greenwood Village City Hall,1.89,Greenwood Village City Hall,1.89,0.0,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_135.pdf
2,136,931,Greenwood Village City Hall,2.69,Greenwood Village City Hall,2.69,0.0,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_136.pdf
19,137,922,Cook Park Recreation Center,1.78,Cook Park Recreation Center,1.78,0.0,False,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_137.pdf
19,138,421,Cook Park Recreation Center,1.27,Cook Park Recreation Center,1.27,0.0,False,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_138.pdf
19,139,716,Cook Park Recreation Center,1.43,Cook Park Recreation Center,1.43,0.0,False,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_139.pdf
7,140,746,Southglenn Library,1.4,Southglenn Library,1.4,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_140.pdf
4,141,471,City of Sheridan Municipal Building,1.74,City of Sheridan Municipal Building,1.74,0.0,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_141.pdf
4,142,942,City of Sheridan Municipal Building,1.47,City of Sheridan Municipal Building,1.47,0.0,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_142.pdf
4,143,1494,Arapahoe Community College,0.93,Arapahoe Community College,0.93,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_143.pdf
4,144,835,Arapahoe Community College,1.4,Arapahoe Community College,1.4,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_144.pdf
,145,1176,Southglenn Library,0.94,Arapahoe Community College,3.74,2.8,True,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_145.pdf
4,146,825,Arapahoe Community College,1.57,Arapahoe Community College,1.57,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_146.pdf
4,147,1493,Arapahoe Community College,1.79,Arapahoe Community College,1.79,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_147.pdf
9,148,1043,Southglenn Library,1.55,Arapahoe County Lima Plaza,4.29,2.74,True,20444,17,6954 S Lima St,Centennial,CO,80112,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_148.pdf
4,149,1462,Arapahoe Community College,1.08,Arapahoe Community College,1.08,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_149.pdf
6,150,1247,Arapahoe Community College,1.33,Arapahoe Community College,1.33,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_150.pdf
4,151,932,Arapahoe Community College,1.08,Arapahoe Community College,1.08,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_151.pdf
4,152,839,Arapahoe Community College,0.66,Arapahoe Community College,0.66,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_152.pdf
4,153,1476,Arapahoe Community College,0.87,Arapahoe Community College,0.87,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_153.pdf
5,154,1172,Arapahoe Community College,0.18,Arapahoe Community College,0.18,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_154.pdf
6,155,1215,Arapahoe Community College,1.38,Arapahoe Community College,1.38,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_155.pdf
6,156,1162,Bemis Public Library,1.22,Bemis Public Library,1.22,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_156.pdf
,157,704,Southglenn Library,2.04,Southglenn Library,2.04,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_157.pdf
5,158,926,Bemis Public Library,0.34,Bemis Public Library,0.34,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_158.pdf
5,159,825,Bemis Public Library,0.04,Bemis Public Library,0.04,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_159.pdf
5,160,902,Bemis Public Library,0.32,Bemis Public Library,0.32,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_160.pdf
5,161,805,Bemis Public Library,0.6,Bemis Public Library,0.6,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_161.pdf
5,162,883,Bemis Public Library,0.88,Bemis Public Library,0.88,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_162.pdf
5,163,867,Bemis Public Library,0.71,Bemis Public Library,0.71,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_163.pdf
7,164,848,Bemis Public Library,1.12,Bemis Public Library,1.12,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_164.pdf
5,165,1054,Bemis Public Library,0.7,Bemis Public Library,0.7,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_165.pdf
5,166,460,Bemis Public Library,0.84,Bemis Public Library,0.84,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_166.pdf
5,167,929,Bemis Public Library,1.15,Bemis Public Library,1.15,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_167.pdf
6,168,973,Bemis Public Library,1.43,Bemis Public Library,1.43,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_168.pdf
6,169,1123,Southglenn Library,1.58,City of Sheridan Municipal Building,4.29,2.71,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_169.pdf
6,170,1206,Arapahoe Community College,2.68,Arapahoe Community College,2.68,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_170.pdf
6,171,1509,Arapahoe Community College,2.14,Arapahoe Community College,2.14,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_171.pdf
6,172,820,Southglenn Library,1.86,Southglenn Library,1.86,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_172.pdf
6,173,1420,Southglenn Library,1.33,Bemis Public Library,2.3,0.97,True,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_173.pdf
6,174,703,Southglenn Library,2.14,Southglenn Library,2.14,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_174.pdf
6,175,969,Southglenn Library,2.04,City of Sheridan Municipal Building,5.33,3.28,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_175.pdf
6,176,1354,Arapahoe Community College,2.62,Arapahoe Community College,2.62,0.0,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_176.pdf
7,177,997,Southglenn Library,0.95,City of Sheridan Municipal Building,4.61,3.66,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_177.pdf
7,178,903,Southglenn Library,1.01,Southglenn Library,1.01,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_178.pdf
7,179,704,Southglenn Library,1.13,Southglenn Library,1.13,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_179.pdf
7,180,1460,Southglenn Library,0.89,Bemis Public Library,1.93,1.04,True,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_180.pdf
9,181,918,Southglenn Library,2.23,Southglenn Library,2.23,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_181.pdf
7,182,958,Southglenn Library,0.67,City of Sheridan Municipal Building,4.18,3.51,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_182.pdf
7,183,1325,Southglenn Library,0.3,Bemis Public Library,2.13,1.82,True,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_183.pdf
7,184,716,Southglenn Library,0.52,Southglenn Library,0.52,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_184.pdf
7,185,933,Southglenn Library,0.43,Southglenn Library,0.43,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_185.pdf
8,186,951,Southglenn Library,1.12,Southglenn Library,1.12,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_186.pdf
8,187,928,Southglenn Library,0.93,Southglenn Library,0.93,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_187.pdf
8,188,652,Southglenn Library,1.53,Southglenn Library,1.53,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_188.pdf
8,189,1103,Southglenn Library,1.43,City of Sheridan Municipal Building,5.93,4.5,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_189.pdf
8,190,1271,Southglenn Library,1.39,Arapahoe Community College,4.15,2.76,True,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_190.pdf
8,191,899,Southglenn Library,1.68,Southglenn Library,1.68,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_191.pdf
8,192,1097,Southglenn Library,1.49,Arapahoe County Lima Plaza,4.84,3.34,True,20444,17,6954 S Lima St,Centennial,CO,80112,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_192.pdf
8,193,869,Southglenn Library,1.08,Southglenn Library,1.08,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_193.pdf
8,194,1219,Southglenn Library,0.62,Arapahoe Community College,3.72,3.1,True,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_194.pdf
8,195,1048,Southglenn Library,0.98,Arapahoe County Lima Plaza,4.87,3.9,True,20444,17,6954 S Lima St,Centennial,CO,80112,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_195.pdf
8,196,651,Southglenn Library,0.7,Southglenn Library,0.7,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_196.pdf
8,197,714,Southglenn Library,0.79,Southglenn Library,0.79,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_197.pdf
,198,62,Bemis Public Library,1.56,Bemis Public Library,1.56,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_198.pdf
9,199,214,Southglenn Library,2.09,Southglenn Library,2.09,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_199.pdf
9,201,391,Bemis Public Library,1.79,Bemis Public Library,1.79,0.0,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_201.pdf
9,202,366,Southglenn Library,1.61,Southglenn Library,1.61,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_202.pdf
9,203,737,Southglenn Library,1.77,Southglenn Library,1.77,0.0,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_203.pdf
9,204,1656,Southglenn Library,2.16,Bemis Public Library,3.36,1.21,True,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_204.pdf
